,sentence,sentiment,sentiment_id
794,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn",positive,1
795,"In Middle East & North Africa , Tecnotree has grown considerably in the recent years",positive,1
796,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year,positive,1
797,"In the end of 2006 , the number of outlets will rise to 60-70",positive,1
798,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year",positive,1
799,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India,positive,1
800,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago,positive,1
801,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26,positive,1
802,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04,positive,1
803,It will also strengthen Ruukki 's offshore business,positive,1
804,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker",positive,1
805,"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 )",positive,1
806,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010,positive,1
807,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago",positive,1
808,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier",positive,1
809,Net profit was 35.5 mln compared with 29.8 mln,positive,1
810,Net sales in 2007 are expected to be 10 % up on 2006,positive,1
811,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009",positive,1
812,"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009",positive,1
813,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005",positive,1
814,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008",positive,1
815,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators",positive,1
816,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site,positive,1
817,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously",positive,1
818,"Sales are expected to increase in the end of the year 2006 , however",positive,1
819,Satama 's net sales would be higher than the year before,positive,1
820,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said",positive,1
821,The actions are expected to deliver annual cost savings of some EUR15-20m,positive,1
822,The company is well positioned in Brazil and Uruguay,positive,1
823,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005,positive,1
824,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01,positive,1
825,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America",positive,1
826,The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably,positive,1
827,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007,positive,1
828,This will bring cost savings of about EUR 3mn a year,positive,1
829,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year",positive,1
830,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year",positive,1
831,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier,positive,1
832,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",positive,1
833,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",positive,1
834,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order",positive,1
835,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009",positive,1
836,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009",positive,1
837,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005,positive,1
838,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005",positive,1
839,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006",positive,1
840,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05",positive,1
841,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier,positive,1
842,"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009",positive,1
